Nodo_1,Nodo_2,Nodo_3,Nodo_4,Nodo_5,Nodo_6,Nodo_7,Nodo_8,Nodo_9,Nodo_10,Nodo_11,Nodo_12,Nodo_13,Nodo_14,Nodo_15,Nodo_16,Nodo_17,Nodo_18,Nodo_19,Nodo_20,Nodo_21,Nodo_22,Nodo_23,Nodo_24,Nodo_25,Nodo_26,Nodo_27,Nodo_28,Nodo_29,Nodo_30,Nodo_31,Nodo_32,Nodo_33,Nodo_34,Nodo_35,Nodo_36,Nodo_37,Nodo_38,Nodo_39,Nodo_40,Nodo_41,Nodo_42,Nodo_43,Nodo_44,Nodo_45,Nodo_46,Nodo_47,Nodo_48,Nodo_49,Nodo_50,Nodo_51,Nodo_52,Nodo_53,Nodo_54,Nodo_55,Nodo_56,Nodo_57,Nodo_58,Nodo_59,Nodo_60,Nodo_61,Nodo_62,Nodo_63,Nodo_64,Nodo_65,Nodo_66,Nodo_67,Nodo_68,Nodo_69,Nodo_70,Nodo_71,Nodo_72,Nodo_73,Nodo_74,Nodo_75,Nodo_76,Nodo_77,Nodo_78,Nodo_79,Nodo_80,Nodo_81,Nodo_82,Nodo_83,Nodo_84,Nodo_85,Nodo_86,Nodo_87,Nodo_88,Nodo_89,Nodo_90,Nodo_91,Nodo_92,Nodo_93,Nodo_94,Nodo_95,Nodo_96,Nodo_97,Nodo_98,Nodo_99,Nodo_100
0,22.02742335,16.1035214,15.988868,12.22812452,18.76063924,3.761102218,0.677325178,12.47884503,22.53153033,21.41630465,4.902820225,12.44832268,18.97690459,6.917121344,19.94023866,11.22458171,14.21434688,19.82204866,16.08345629,11.09372448,12.28446524,6.611957118,4.111618239,18.60673375,18.17834889,15.08895109,15.73319727,11.38081301,14.40226301,15.36426965,10.35335556,20.35767046,3.491698136,9.131749437,17.22477911,3.539137549,22.89001449,10.0855517,3.193829225,5.337753591,17.97427302,19.11058071,4.208171215,15.10611912,12.17979745,15.88873437,0.398369284,13.97659548,12.35971818,11.91933403,13.95731878,11.97980347,12.98826331,2.796459866,14.32121781,15.87360677,5.884737685,3.991808478,6.425261423,12.8624504,16.00897058,7.497441202,4.186603089,6.64630416,9.3081182,16.03377222,11.28266503,16.3508254,3.926037061,23.18917034,20.18935499,13.3597821,6.079872422,8.110108137,12.05489327,6.233997973,14.75409628,19.75951782,7.965081361,16.19225669,8.992525608,4.654639303,17.98817294,12.50977425,21.22254113,7.827631836,11.99135163,16.76195832,11.71981638,16.72310904,15.92637646,13.71809975,15.11133384,8.732213756,16.0221255,19.14603426,13.59569214,3.735386125,7.464738951
22.02742335,0,13.76364266,11.83210893,19.51761818,10.6145538,18.29708883,22.05025307,12.51698424,1.737469667,0.698249885,20.28942218,16.77767313,3.614140557,18.74370678,3.682154807,12.83220663,12.82032928,7.397875477,8.493165391,18.79288864,9.771459917,19.54669741,18.32097309,8.731732988,10.09294728,13.46388149,7.589172736,11.30120457,7.662179282,7.603946139,12.20759116,4.522554811,22.57144481,13.30232476,14.52423553,20.00265539,6.817712788,14.37800247,24.96028014,18.19644667,16.2967717,6.307812819,21.07189989,9.42367072,10.49556589,13.04625794,21.75817093,9.577770375,10.27798623,16.63703976,9.126971401,12.49863849,9.730645418,24.73445305,7.944344834,6.306744834,18.30188034,22.60657821,19.61496393,13.99788513,7.54412313,18.60913277,19.43070657,21.2007801,12.99920778,15.65899683,16.10540139,15.69750428,18.1014725,4.611854602,7.958911802,9.292485145,21.22306208,19.37357631,19.18211278,18.7009202,10.4357929,2.497122177,19.32438418,19.63407212,16.13458259,17.53901318,4.168131949,12.06885384,7.625380948,14.9060032,16.438908,17.87797002,10.78096085,5.406028212,15.60169929,15.90915865,9.101184139,13.39061787,19.44666895,10.48615663,15.21436471,19.37600757,19.64398826
16.1035214,13.76364266,0,18.40180873,6.880980454,3.973218067,13.71524495,15.7007353,4.423412893,12.92572084,13.60270506,17.75571111,19.94939546,10.36032844,17.73645456,14.74579122,15.05357878,2.324791485,6.987493959,5.580312335,6.832852469,10.58996916,10.22324751,12.18571967,5.330781853,4.020634068,1.106045438,7.018572874,7.484445111,10.78570454,13.3020117,12.71360087,9.497866542,14.44319457,12.6710122,1.366255955,16.47269037,9.793694127,6.235883575,19.22248235,15.83772881,23.11891391,7.572043013,17.9825967,15.32367952,7.380165165,19.33287109,15.70972122,14.13616137,7.447233139,4.785187189,6.726356784,15.47876832,12.77909521,18.70795889,11.69747472,9.427727193,16.46025696,18.99638955,10.39143106,17.8494492,14.18532694,9.088205761,11.98244746,11.38195447,12.26146067,21.46011803,5.037488183,21.69068706,13.27688241,11.51918245,6.804411767,12.63461959,11.73720084,9.109330085,6.655122163,17.17741063,4.132151559,11.51517259,9.17228056,5.8857112,7.113921494,13.75004618,12.19974172,15.53701461,7.79973302,9.039080409,19.35026967,4.135846126,12.37112645,11.67981834,21.34827558,20.11964331,14.96211308,11.70875462,5.707566471,4.336273945,2.754295433,15.87115813,18.93117718
15.988868,11.83210893,18.40180873,0,20.68896697,17.59793539,12.67245668,16.36286976,14.49533994,13.35917159,11.16386735,12.0940009,5.600732628,11.42098094,9.914889863,8.185036493,4.967331874,16.2621214,15.77727944,13.55632023,19.45967399,7.906639323,17.42790744,14.01953354,15.97020822,16.78367413,17.47420611,12.02337041,11.34743518,7.772567639,5.486980426,6.910662982,13.88561604,18.2593064,7.854850531,19.70217743,12.71493168,17.24168203,14.45874504,17.95550018,10.72132953,4.924941078,14.32012506,13.0497987,3.176283528,11.16672939,1.221957234,15.91459675,4.265807776,11.05315301,18.13360108,11.71316456,4.187272618,5.672994956,18.01651942,6.816318471,9.76455792,10.34187826,14.53290541,17.37760247,3.384099742,4.880269716,17.08803836,15.71541173,18.89574462,7.991315732,3.851426598,17.22833761,3.929866619,12.78959077,15.78679394,16.47087598,5.772670683,18.5994079,18.18038558,20.32874496,10.30393424,14.3365712,11.14822559,18.04898761,22.94834655,15.57663466,11.64415281,8.584620564,3.745854595,16.88293729,12.67089369,5.514222194,21.9752482,6.420068711,8.040213033,3.785012358,4.368928189,3.574109665,8.862315941,22.72191493,17.74756877,17.9851092,12.32422048,10.27154671
12.22812452,19.51761818,6.880980454,20.68896697,0,10.82810126,11.40485601,11.64131132,7.153124047,19.02795871,19.20009315,15.56912192,20.34256427,15.91288887,16.42028261,19.54215234,16.21001688,6.789770117,13.58926487,11.05234179,1.323854555,13.07868812,5.626458675,9.376479871,11.92132733,10.7467954,6.538241384,11.98696326,9.660678306,14.2926063,16.66586222,13.89901244,15.72545543,9.475491508,13.24844162,7.220728443,14.00169936,16.57354329,6.262810295,14.90393666,14.24172169,24.75939097,13.83483449,15.42435886,18.07896238,10.15423911,21.31314178,11.8434071,16.70473757,10.34431962,2.909725216,10.75218654,16.8698192,15.20872452,14.29837868,14.97071893,13.92269694,14.9932961,15.93830257,5.810639368,19.01632348,17.6014854,4.920323341,8.245525348,5.905046215,12.97161558,22.85486605,3.630525287,23.14032878,10.96427046,18.08283823,13.52746247,15.26522191,6.431488851,4.124588233,0.366524568,15.70668722,9.089403976,17.06571663,4.274924145,4.006941693,5.203085581,11.94987647,16.91636947,17.14288557,14.57276682,8.280052616,19.73243053,5.071142848,14.28047534,16.01262134,22.73486597,20.98666212,17.81089054,12.14370876,3.8601056,11.20331084,4.463413144,13.57375226,17.51315565
18.76063924,10.6145538,3.973218067,17.59793539,10.82810126,0,15.84745878,18.45537838,6.283282016,9.501110757,10.59803793,19.54793956,20.2279967,7.633929584,19.08907247,12.35198797,15.2201616,4.732779501,3.305143936,4.091346829,10.66362289,10.4543126,13.52533713,14.67358303,1.921937343,0.82267376,4.378568555,5.581740516,8.309327271,9.85333409,12.15213141,13.11541141,6.116005538,17.61566569,13.44054434,4.185798959,18.47774366,5.841739143,8.694160357,21.94830852,17.46055838,22.49910507,4.333552722,19.94373256,14.42185893,7.816609157,18.67443989,18.3829048,13.47237591,7.769523109,8.491090865,6.359883917,15.46197275,12.36202223,21.4912244,10.81068172,7.881282511,17.97371591,21.14858651,13.67466097,17.79084,12.90952359,12.38013014,14.84964057,14.86683452,13.0069111,21.06226843,8.499809105,21.24857123,15.44904563,7.718625272,2.950862893,12.09513898,15.15211824,12.61257795,10.58504095,18.64495121,4.242624778,8.685694113,12.64831392,9.591863517,10.06505303,15.64349079,10.07254951,15.37991199,3.866105762,11.09297852,19.66827046,7.647401896,12.35740831,9.940599976,20.96059636,20.10860345,14.02594213,12.6891603,9.443048734,0.401994488,6.49436135,17.83276313,20.26815258
3.761102218,18.29708883,13.71524495,12.67245668,11.40485601,15.84745878,0,3.910257218,9.639163875,18.8525613,17.67845729,4.219840619,10.00196678,15.3198973,5.129818738,16.180989,7.758283672,11.59143996,16.52877152,12.78202006,10.11110088,8.537106813,6.160882167,2.059536037,15.44737247,15.19081697,12.6331209,12.25964106,7.965214201,10.65521689,11.62025196,6.634825929,16.82260143,5.60632938,5.412036574,14.9647008,2.77496965,19.51421812,7.480275115,6.693998937,2.954570319,15.28830525,15.6972398,4.286695171,11.48279154,8.72236653,12.73673433,3.540294664,10.29846442,8.882895076,10.22473355,10.52166639,8.535836932,9.251913833,6.438690187,10.56027258,12.20128477,3.716585617,5.317372409,6.021513983,9.785671191,12.28692523,6.523914348,3.624179368,7.096697611,5.56291954,13.30264115,9.407862799,13.61907444,0.455633115,19.64687885,16.95479718,9.614991994,6.638375581,7.504170274,11.14030612,4.384848552,11.67646672,16.06267631,7.342514185,15.07222721,6.940057531,1.028663666,14.23708487,9.041439826,17.94850676,4.769879795,9.45487783,15.20073474,7.976569879,12.97138888,13.18735394,11.06481452,11.45878925,4.971118773,14.87224804,16.21380854,11.52019979,2.227286899,6.149333241
0.677325178,22.05025307,15.7007353,16.36286976,11.64131132,18.45537838,3.910257218,0,12.18411283,22.5035781,21.44994657,5.520471184,12.97598206,18.93719812,7.478526487,20.06143525,11.54268428,13.86391991,19.61872912,15.89295493,10.52887307,12.34609355,6.043638298,3.906636652,18.36555306,17.89274264,14.70256617,15.6061289,11.25134901,14.45909099,15.5247384,10.54477109,20.24707151,2.815894875,9.321806073,16.79602647,4.09595492,22.70955002,9.763335544,3.522746086,5.797345039,18.48154912,18.95100157,4.858510848,15.36451082,12.06099206,16.30431456,0.478535688,14.20113326,12.24752569,11.43265621,13.82172008,12.30728518,13.16035094,3.036236269,14.42273031,15.8504748,6.385982449,4.667515767,5.855757923,13.28734699,16.19709428,6.970437802,3.727288573,6.001417901,9.469900562,16.5302791,10.82598039,16.84788898,4.000258294,23.07790088,19.96662974,13.51979899,5.434185288,7.534335677,11.47759483,6.778185246,14.5038771,19.74962289,7.392785294,15.6189902,8.587882283,4.870942743,18.04821465,12.83027925,21.01012524,7.635966075,12.50501273,16.23553201,11.88296335,16.78593148,16.42138499,14.2208797,15.35304376,8.847847321,15.45234839,18.84425523,13.1532443,4.221051728,8.073711511
12.47884503,12.51698424,4.423412893,14.49533994,7.153124047,6.283282016,9.639163875,12.18411283,0,12.23031098,12.14710615,13.51809283,15.58686767,8.904959831,13.3597864,12.39221674,10.76382704,2.105292589,7.729411074,4.328910794,6.300375763,6.589546924,7.661216346,8.390776128,6.29172239,5.709599805,3.329955991,4.92791097,3.202980497,7.34798284,9.832612843,8.388800687,9.160984378,11.52438209,8.266620087,5.783863042,12.33416882,10.89766228,2.460151619,15.66835933,11.52556027,19.04266359,7.445979978,13.82697235,11.56869984,3.344401317,15.32683103,12.10250199,10.27257969,3.483838402,4.246287051,3.600298401,11.2471914,8.823574497,15.21808082,8.136514391,6.770589903,12.11750816,14.95628874,7.782293378,13.59915511,10.76428461,6.564604466,8.628750767,9.191145828,7.863795124,17.30133418,3.604661445,17.5484464,9.225238112,11.82231388,7.95676325,8.762301424,9.363463046,7.099695621,6.798176254,12.82539252,2.492196955,10.03086697,7.084836617,8.512296418,4.056303356,9.536530888,9.764536861,11.36144294,9.037617484,4.869866642,14.98257136,7.491706793,8.216010989,8.889594139,17.18637003,15.83152028,11.2452365,7.288570282,8.288047426,6.667340313,3.508886172,11.70585475,14.55508634
22.53153033,1.737469667,12.92572084,13.35917159,19.02795871,9.501110757,18.8525613,22.5035781,12.23031098,0,2.273193005,21.13926339,18.12223562,3.579029786,19.71825906,5.317770417,13.94234863,12.24988747,6.205068586,7.996369735,18.40436216,10.43948746,19.55509289,18.69051541,7.697509823,9.073369039,12.75304532,7.386815617,11.45995589,8.397253978,8.787603876,13.06795263,3.433212919,22.81392486,14.09196495,13.55884886,20.73371943,5.171900938,14.28391749,25.5451985,19.00578453,17.92109098,5.353820548,21.87963481,10.78322489,10.63553757,14.57956488,22.24096166,10.77662665,10.42588043,16.19877363,9.082236957,13.68019285,10.73257203,25.28109161,8.844911733,6.65794131,19.17243741,23.39045773,19.6386538,15.33261146,8.865514891,18.56127448,19.67670864,21.18594905,13.75521505,17.20446289,15.75067255,17.25788489,18.62094516,2.888938773,6.685334858,10.29424225,21.2545477,19.24946918,18.70661261,19.61842442,9.966456875,2.820008418,19.21430544,18.80983935,16.04499784,18.15991604,5.205906375,13.28538142,6.19676635,15.13957216,17.75091726,16.97846918,11.67281554,6.324818492,17.14207713,17.32839824,10.43587037,14.05294203,18.63325782,9.323750459,14.6298065,20.09204315,20.67287236
